Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
361,0.5,1,25,"[0.0, 31.66360393996092, 61.252731832036034, 88.89644311108412, 115.66574351514356, 142.1881118460263, 169.32778142210486, 198.05271395958061, 232.6645064327859, 274.6453570566401, 323.850248382212, 373.398044735052, 419.6081463204061, 461.7154235679188, 500.8783904624045, 537.4684075749358, 571.4028782642363, 602.8198098782893, 633.286300276515, 662.5351958749186, 690.601934221922, 718.1421966690473, 744.7275779586043, 771.3685720487506, 798.969831786226, 825.7704171896935, 852.1713529539461, 879.9077771765772, 906.9934252348617, 933.9812767211706, 961.5616683432415, 989.5394966880317, 1017.0381899749061, 1045.4954526141717, 1074.062269981299, 1101.970468065547, 1129.0494671637337, 1155.0269570780163, 1180.430146638816, 1204.9921184187185, 1229.1330145518934, 1252.1771268039745, 1274.432353413936, 1296.4327410366172, 1317.5666306447831, 1338.7712088929825, 1359.7951069279122, 1380.3591345310558, 1401.4445298322894, 1420.077361224976]","[4.1877832, 4.185854, 4.1844754, 4.1832547, 4.1819944, 4.1808524, 4.1798286, 4.1789622, 4.1779776, 4.1771903, 4.1764812, 4.1756544, 4.1748276, 4.1744337, 4.1736064, 4.1729369, 4.1722679, 4.1715589, 4.1709681000000005, 4.1706138, 4.1698656000000005, 4.169196100000001, 4.1688023, 4.1683297, 4.1676602, 4.1673846, 4.166833400000001, 4.1661639, 4.1658487, 4.165257899999999, 4.164825, 4.1645494, 4.1642737, 4.163604299999999, 4.1632891, 4.1627769, 4.1624622, 4.1620684, 4.161831899999999, 4.1614776, 4.160886799999999, 4.160650700000001, 4.1600995, 4.1600204, 4.1595087, 4.1592331, 4.1588783, 4.158721, 4.1582088, 4.1579728, 4.1574216, 4.157460700000001, 4.156949, 4.1566339, 4.156318700000001, 4.1560826, 4.155846100000001, 4.1556888, 4.1553345, 4.154940600000001, 4.1545863, 4.1543894, 4.1542711, 4.1538773, 4.1537199000000005, 4.153326, 4.153207800000001, 4.1530504, 4.1527352, 4.1523809, 4.152144399999999, 4.152144399999999, 4.151671899999999, 4.1514359, 4.151199299999999, 4.1510811, 4.1506085, 4.1506481, 4.1503329, 4.1502151, 4.149821299999999, 4.149821299999999, 4.149624299999999, 4.1494274, 4.1491909, 4.1488762, 4.1486793, 4.148561, 4.148561, 4.1483245, 4.1478128, 4.1476946, 4.1477342, 4.147419, 4.147419, 4.1470251000000005, 4.1467495, 4.1467495, 4.146513, 4.146395200000001, 4.146395200000001, 4.1461587, 4.145961799999999, 4.1455679, 4.1456075, 4.145450100000001, 4.1452136, 4.1450953, 4.145056200000001, 4.1448197, 4.1445837, 4.1443868, 4.1444259, 4.1440716, 4.1440325, 4.1437173, 4.1436386, 4.1434808, 4.143363]",2105.883905634494
362,0.5,1,25,"[0.0, 30.824193409374118, 60.32933167381839, 87.7145079564109, 114.6033045292142, 141.08043864160283, 168.1069655819174, 196.92826307656117, 231.63224821562153, 273.0459451559342, 321.99709110974413, 371.61280787065414, 418.11122203116224, 459.87096835088755, 499.27507015392166, 535.353622246734, 569.3055527772336, 600.9586865623719, 631.8104068450044, 660.7098880191029, 689.0127769211501, 716.4148973126324, 743.2601827315633, 770.0145028564895, 796.6151476466313, 823.7211642505459, 850.8139668010896, 878.0114645400803, 904.921854771029, 932.3859350712606, 960.2006404772984, 987.8563270147682, 1016.0520165096663, 1043.6650018751634, 1071.908423338653, 1100.0228210411024, 1126.6465101315075, 1153.1368994474542, 1178.5249046117451, 1203.155028656614, 1226.655704538795, 1249.842863231188, 1272.1216443589306, 1294.2699556035263, 1315.6159414698031, 1336.9617538847174, 1357.520721577284, 1378.622972251309, 1399.7438578126375, 1420.186350649209]","[4.1876259, 4.185657, 4.1843181000000005, 4.1830182, 4.1817584000000005, 4.1806951, 4.1795135000000005, 4.178647, 4.1777806, 4.1769147, 4.1759696, 4.1755362, 4.1745515, 4.174236799999999, 4.173449, 4.1726613, 4.172071, 4.1714802, 4.1708107000000005, 4.170101600000001, 4.16959, 4.1688809, 4.168408400000001, 4.1679754, 4.1673059, 4.166833400000001, 4.1665182000000005, 4.1660852, 4.1654158, 4.165061, 4.1645494, 4.164076799999999, 4.1637616, 4.1634464, 4.1626983, 4.1625013, 4.1621866, 4.1618714, 4.161438, 4.161005, 4.1607294, 4.160217299999999, 4.1598234, 4.1596661, 4.1591935, 4.1587605000000005, 4.1584849, 4.1580515, 4.1579728, 4.1575789, 4.1572247, 4.1568308, 4.1567125, 4.1562009, 4.156004, 4.155846100000001, 4.1554523, 4.155216200000001, 4.1547828, 4.1546254000000005, 4.1543498, 4.1540742, 4.153759, 4.153326, 4.153207800000001, 4.1531682, 4.1527748, 4.1525383, 4.152459599999999, 4.152183999999999, 4.151671899999999, 4.151514499999999, 4.1513176, 4.151238899999999, 4.1508842, 4.1506877, 4.1504116, 4.150096899999999, 4.1499786, 4.1495848, 4.1494665, 4.1494665, 4.1492696, 4.1488762, 4.1488366, 4.1484036, 4.1483641, 4.1480489, 4.1477733, 4.1477733, 4.1475763, 4.1473794, 4.1471825, 4.1470251000000005, 4.1467891, 4.1465921, 4.146631200000001, 4.1460404, 4.1460013, 4.1460013, 4.145686100000001, 4.145647, 4.145371, 4.1450953, 4.1450167, 4.1447411, 4.144702, 4.1446228, 4.1446624, 4.1441898, 4.1440716, 4.143835500000001, 4.1439929, 4.1437173, 4.143599, 4.1434021, 4.143205200000001, 4.1428509, 4.1428905]",2104.235856892361
363,0.5,1,25,"[0.0, 30.215329306432977, 60.08017546046307, 87.73889212599067, 114.31230668116677, 140.73919920619096, 167.78379021914776, 196.33607574861702, 230.76047396619123, 271.89607906008354, 320.8480829697424, 370.3464219918512, 416.7652179944002, 459.3036202985549, 498.1184283392586, 535.0258240887713, 568.9419412736972, 600.2515206301614, 631.1133648766152, 660.1293647725411, 688.152416427035, 715.5222228747482, 742.0306094841478, 769.1367984337453, 795.8100169103225, 823.2305399122693, 850.0003833252158, 877.1259084319081, 904.5266471154509, 932.0145335788052, 959.4248095621142, 986.8095758760132, 1014.6678556514828, 1042.841161072562, 1071.100253012531, 1099.0131558762023, 1125.8545093874213, 1152.1723243725414, 1177.6064625367048, 1202.0527901171963, 1225.9598897302546, 1249.1045607185663, 1271.5324746728043, 1293.3767548537037, 1314.7358113562059, 1336.2119207835317, 1356.9037388337758, 1377.4270213136786, 1398.843521558444, 1416.7678556958663]","[4.1878619, 4.1857748, 4.1843572, 4.1830182, 4.1818762000000005, 4.1808133000000005, 4.1798682000000005, 4.1789227, 4.1778598, 4.1771903, 4.1762056, 4.1756148, 4.1749454, 4.1741581, 4.173449, 4.1725826, 4.172071, 4.1715193, 4.170929, 4.1701803, 4.1695504, 4.169196100000001, 4.168723600000001, 4.1682115, 4.1677389, 4.1671877, 4.1668725, 4.166045700000001, 4.1658487, 4.1651793, 4.1647463, 4.1645494, 4.163919, 4.163486, 4.1632104, 4.1627769, 4.1623044, 4.1619897, 4.1616349, 4.1612415, 4.1606112, 4.1603355, 4.1600204, 4.159627, 4.1594691, 4.1589575, 4.1587996, 4.1583667, 4.1578941, 4.1578546, 4.157460700000001, 4.1569881, 4.1567521, 4.1565156000000005, 4.1562009, 4.1559248, 4.1556492, 4.1552949, 4.155098000000001, 4.1548619, 4.1545467, 4.1542711, 4.1538773, 4.1536407, 4.1534443, 4.1531291, 4.1528926, 4.152695700000001, 4.1524992, 4.152144399999999, 4.1520658, 4.1515536, 4.1513572, 4.151238899999999, 4.1508842, 4.1506877, 4.1506877, 4.1503329, 4.1499391, 4.149821299999999, 4.149624299999999, 4.1494274, 4.1493487, 4.1490731, 4.1488762, 4.1486793, 4.1484036, 4.1483641, 4.1480489, 4.1480489, 4.1475763, 4.1475763, 4.1472616, 4.1469464, 4.1468282, 4.1468282, 4.146513, 4.146355600000001, 4.146395200000001, 4.1462374, 4.1460013, 4.1457648, 4.1454892, 4.145371, 4.1452136, 4.1450167, 4.144938, 4.1447411, 4.1444654000000005, 4.1445050000000005, 4.1442685, 4.1441112, 4.1437564, 4.143599, 4.1436386, 4.1435204, 4.1432838, 4.1432447, 4.1429691]",2103.843382249077
364,0.5,1,25,"[0.0, 29.457542779481287, 59.42641381591841, 87.21871037113391, 113.73926027922835, 140.11614944707787, 167.24255036703164, 195.91925173606398, 229.843242017685, 271.64003183204744, 320.7254232580637, 369.7265988649979, 415.8642839951835, 458.3456211815614, 497.15698572548825, 533.4942179957848, 567.483390231946, 599.4677164386317, 630.0579169231319, 659.6131908022865, 687.0365002971262, 714.5229654510013, 740.9985396948427, 767.8549014491446, 795.0347033181786, 821.5470936117308, 848.4342129941288, 875.4071145019714, 903.3141015120164, 930.4505577412731, 957.6647694299688, 985.3820791793132, 1013.4167577677374, 1041.3807153902658, 1068.8718940017943, 1097.028886757273, 1124.790632961088, 1150.727098166471, 1176.1210426601297, 1200.52730075918, 1224.2899278198179, 1247.613463263878, 1269.3474501978742, 1291.6854468188435, 1312.7563601220209, 1333.9198413576032, 1354.4756495184265, 1375.8999258440567, 1396.9962665958922, 1416.5089543714728]","[4.1876655, 4.1856174, 4.1843181000000005, 4.1827822, 4.1816401, 4.1806164, 4.179395700000001, 4.1784897, 4.1775842, 4.1769934, 4.1760087, 4.1753001, 4.1746306, 4.1739216, 4.1732917, 4.1725826, 4.1719131, 4.1712046, 4.1706529, 4.1701803, 4.1695113, 4.1688809, 4.1682901, 4.1679754, 4.1674633000000005, 4.1668725, 4.1664, 4.1658487, 4.1653366, 4.165140200000001, 4.164628, 4.1641555, 4.1636434, 4.1632495, 4.1627769, 4.1624227, 4.1620288, 4.1616745, 4.1613202000000005, 4.1606898, 4.1605325, 4.160256899999999, 4.1599417, 4.159311799999999, 4.1590753, 4.158721, 4.1584058, 4.1580515, 4.1578155, 4.1573033, 4.1570668, 4.1567521, 4.1566339, 4.1562796, 4.1561613, 4.155846100000001, 4.1554918, 4.1549797, 4.154743700000001, 4.1545467, 4.1543102, 4.1539559, 4.153759, 4.1534047, 4.153326, 4.1529322, 4.1528139, 4.152459599999999, 4.1520658, 4.1520658, 4.151671899999999, 4.1514359, 4.1511207, 4.1509633, 4.1508055, 4.150490799999999, 4.1503329, 4.150136, 4.1498604, 4.149821299999999, 4.1493487, 4.1491909, 4.1490731, 4.1488762, 4.1486793, 4.1484823, 4.1480489, 4.1481671, 4.1478128, 4.147655, 4.1476159, 4.1473794, 4.1470251000000005, 4.1468282, 4.1468678, 4.146513, 4.1464739, 4.1461983, 4.1460013, 4.145725700000001, 4.1457648, 4.1455679, 4.1453319, 4.145056200000001, 4.1449776, 4.144938, 4.1445441, 4.1445050000000005, 4.1445441, 4.1441898, 4.1440716, 4.1439929, 4.143796, 4.1434808, 4.1434808, 4.1432838, 4.143205200000001, 4.1430874, 4.1428509]",2102.732182187636
365,0.5,1,25,"[0.0, 31.870685562272797, 62.01378437052409, 89.95647667535098, 116.31144154780384, 142.79392470510612, 169.9174944475377, 198.19055815378834, 232.09819655046658, 273.31384424736507, 321.5731286851245, 371.52108379849756, 418.22241761046564, 461.0604438184906, 500.3709449085577, 537.2995779921504, 571.3371536254831, 603.2235383920515, 634.28007303284, 663.5958830761176, 690.9936193861091, 718.0424205824036, 744.720666905292, 771.2231814117221, 797.7675691461851, 824.7057928417006, 851.5401045716827, 878.3877667151479, 905.1254220737038, 932.4791390729187, 959.6549007921686, 986.877308438069, 1014.5489729500026, 1042.4025893662215, 1070.4850357212981, 1098.2254743757944, 1125.2202514937976, 1151.7426451308534, 1177.057393547138, 1201.8984819775042, 1225.8063367786126, 1248.6873630031291, 1271.1598171481514, 1293.149205110229, 1314.6208549570624, 1335.6316782052904, 1356.5509957143886, 1377.093181324547, 1398.4677399737193, 1416.4039155194778]","[4.1877046, 4.1856961, 4.1841998, 4.1829395, 4.1817188, 4.1804585, 4.1796317, 4.1787653, 4.1778202, 4.1768751, 4.176087399999999, 4.175417899999999, 4.1746306, 4.173803299999999, 4.173213, 4.1724253, 4.1719918, 4.1712832, 4.1706529, 4.170298600000001, 4.1695504, 4.1690383, 4.168448000000001, 4.1680932, 4.167502900000001, 4.1670303, 4.1665182000000005, 4.1660061, 4.1654549, 4.165061, 4.1644311, 4.1641159, 4.1638012, 4.1633286, 4.1628165, 4.1624622, 4.1619897, 4.1617532, 4.161438, 4.1609263, 4.1606898, 4.1600995, 4.1599417, 4.1595874, 4.1591539, 4.1589179, 4.1583667, 4.1581302, 4.1578546, 4.1574216, 4.1572247, 4.1567125, 4.1565156000000005, 4.1562009, 4.156004, 4.1556492, 4.155373600000001, 4.1551375, 4.154743700000001, 4.1545863, 4.1542711, 4.1540346, 4.1538377, 4.153365099999999, 4.1531291, 4.1528926, 4.1528535, 4.152419999999999, 4.1523023, 4.1520262, 4.151868799999999, 4.1515536, 4.1513176, 4.1511602, 4.1509237, 4.1506877, 4.1503329, 4.1501756, 4.1500182, 4.1496634, 4.1494665, 4.1493878, 4.1490731, 4.148797, 4.1486793, 4.1485214, 4.1481276, 4.1481276, 4.1479311, 4.1476946, 4.1475372, 4.1471434, 4.1470251000000005, 4.146906899999999, 4.1467495, 4.1464343, 4.146395200000001, 4.146355600000001, 4.1461196000000005, 4.1458831, 4.145725700000001, 4.145686100000001, 4.1453319, 4.1451745, 4.1449776, 4.144780600000001, 4.144702, 4.1445050000000005, 4.1444259, 4.1439929, 4.1439929, 4.1439142, 4.1437173, 4.143599, 4.1433234, 4.143205200000001, 4.1429296, 4.1431265, 4.1428509]",2102.220127332627
366,0.5,1,25,"[0.0, 29.346487837148004, 60.148316682699146, 87.45235913770904, 114.47888318286078, 140.96250525264554, 167.60246481919745, 196.7105206238944, 230.3690449888059, 271.65376863303476, 319.27662682116164, 369.34121753828566, 415.8635644798457, 458.5754720877198, 497.703979784865, 533.8787444006007, 568.5180048161276, 600.7665402290429, 630.9378974598542, 660.2099842866592, 688.2210203528648, 715.4160117224981, 742.4641566005214, 769.6371796243786, 796.392473892826, 823.2074579744133, 850.0772549803376, 877.6420010281904, 904.69092602313, 932.1046809997522, 959.74657905751, 987.0352030363294, 1014.5512186802819, 1043.315671935908, 1071.2051154452092, 1099.0452156927113, 1125.8132617083859, 1152.253493767238, 1177.6787934342585, 1202.166030417194, 1225.7745626073852, 1248.8684680547015, 1271.3415262499, 1293.5457673741282, 1314.8404523294, 1335.7832870972022, 1356.5735325835678, 1377.5843070620358, 1398.3388633573595, 1416.4290834654398]","[4.1877046, 4.1858144, 4.1842394, 4.1829395, 4.1816401, 4.180734200000001, 4.1796713, 4.1788049, 4.1778202, 4.1770325, 4.1762056, 4.1755362, 4.1746306, 4.174000299999999, 4.1734095, 4.1727405, 4.1719918, 4.1714802, 4.170929, 4.170298600000001, 4.169668700000001, 4.1690383, 4.1685658, 4.1679754, 4.167542, 4.1669908, 4.1665182000000005, 4.1660061, 4.1656518, 4.165140200000001, 4.1647854, 4.1642342, 4.1637616, 4.163486, 4.163052599999999, 4.16258, 4.1621866, 4.1618714, 4.161438, 4.1610837, 4.1607294, 4.1604142, 4.1597447, 4.1597447, 4.1593904, 4.1588392, 4.1586814, 4.1582484, 4.1579728, 4.1574216, 4.1572247, 4.156949, 4.1566339, 4.156318700000001, 4.155846100000001, 4.155885700000001, 4.1555314, 4.1553345, 4.154940600000001, 4.1547828, 4.154428500000001, 4.153995500000001, 4.1538377, 4.1535621, 4.1534047, 4.1531291, 4.1528139, 4.152617, 4.1523023, 4.1520262, 4.1519084, 4.1516328, 4.151475, 4.1511207, 4.1509237, 4.1506877, 4.1505299, 4.150293799999999, 4.1499786, 4.149703, 4.1497426, 4.1493878, 4.1492305, 4.1491909, 4.1488762, 4.1484427, 4.1484823, 4.1482067, 4.1480885, 4.1479311, 4.1476159, 4.147419, 4.1471434, 4.1470251000000005, 4.1470251000000005, 4.1467891, 4.146631200000001, 4.146355600000001, 4.1461587, 4.14608, 4.1458831, 4.1456075, 4.145450100000001, 4.1452923, 4.1450953, 4.1450953, 4.1447411, 4.1447411, 4.1445837, 4.1443081, 4.1440716, 4.1440716, 4.143796, 4.1437173, 4.1435204, 4.1434808, 4.1434021, 4.1432447, 4.1429296]",2101.372931494955
367,0.5,1,25,"[0.0, 31.253179858239093, 61.44265068747768, 89.27601906785742, 115.77482575310336, 141.94030981161438, 169.15281961026045, 197.61585448696582, 231.5413324104013, 272.1797639836408, 320.5670657499188, 369.46650613330814, 415.36403854192304, 457.87973152089023, 497.42788681351374, 533.2969800787803, 567.2292548463544, 599.571687183145, 629.9799661597514, 659.1533265765484, 687.415644935416, 714.7618490252033, 741.658322381387, 768.8215718820795, 795.0609683684538, 822.2149274134613, 849.0147111208682, 876.2596060189032, 903.016421811795, 930.5718068567514, 958.5262124296087, 986.2246096815531, 1013.4177095996101, 1042.1261285208275, 1070.1714790900824, 1097.6462407881904, 1125.0193966724526, 1150.9738675333576, 1176.2237799390932, 1200.814446676787, 1224.6605339384898, 1247.6522323674203, 1270.5322138604988, 1292.4985681138896, 1313.976868250763, 1335.2914023089809, 1356.0978375313084, 1376.7275471508683, 1397.5540890065356, 1416.5825477313238]","[4.1876259, 4.1857357, 4.1841998, 4.1827822, 4.1817188, 4.1806555, 4.1795921, 4.1787262, 4.1779385, 4.1769147, 4.176087399999999, 4.1753001, 4.1745515, 4.1739612, 4.173213, 4.1724644, 4.1719527, 4.1713223, 4.170732, 4.1700625, 4.1696291, 4.1689596, 4.1683693, 4.1678963, 4.1672664, 4.1667938, 4.1664395, 4.1658092, 4.1655335, 4.1650219, 4.1646671, 4.1642737, 4.1637616, 4.1632891, 4.1628561, 4.1625013, 4.1619105, 4.1615171, 4.1613202000000005, 4.1608081, 4.1604142, 4.160256899999999, 4.1597447, 4.1594691, 4.1591539, 4.1588392, 4.1583271, 4.1581302, 4.1577363, 4.1576576, 4.1571851, 4.1567521, 4.1563973, 4.1562009, 4.156004, 4.1556888, 4.1554523, 4.155098000000001, 4.154743700000001, 4.1546254000000005, 4.1542711, 4.153995500000001, 4.1538377, 4.1534047, 4.153207800000001, 4.1528926, 4.1527352, 4.1523809, 4.1523809, 4.151868799999999, 4.1517901, 4.1515932, 4.151199299999999, 4.151042, 4.1508842, 4.1506085, 4.1503725, 4.1503725, 4.1497817, 4.1495848, 4.1494274, 4.1491909, 4.1490731, 4.148797, 4.1486006, 4.1484427, 4.1482067, 4.1481276, 4.1477733, 4.1476159, 4.1474586, 4.1472616, 4.1471038, 4.146986, 4.1467099, 4.1464343, 4.1464343, 4.1462374, 4.1459227, 4.145725700000001, 4.1454892, 4.1454892, 4.1452532, 4.1451745, 4.144938, 4.1448197, 4.1446228, 4.1445837, 4.1441503, 4.1440716, 4.1440716, 4.143796, 4.1436777000000005, 4.1436386, 4.1432838, 4.143205200000001, 4.1429296, 4.1428113, 4.1428113]",2100.54178384413
368,0.5,1,25,"[0.0, 30.060422221384442, 60.32245903276481, 87.97094370651735, 114.50804298152065, 141.3090519942857, 168.19884067850478, 197.03677027788967, 230.41739231969626, 271.22055692496536, 318.85108898138895, 368.1129663958911, 414.89223181904475, 457.2217738557667, 496.5546688496983, 532.729835023795, 567.0506252633745, 598.4821021166349, 629.345093084464, 658.3582690431222, 686.5167510694771, 714.1191162113735, 740.5068348225113, 767.830248826174, 794.1837820782068, 820.8256008364403, 848.2268431560799, 874.9362508213201, 902.4246155483524, 930.1287554610706, 957.5366004325092, 985.010783086605, 1013.0145229522589, 1040.9153692196346, 1069.0136963210373, 1096.710402209577, 1123.7261848656822, 1149.6485471645228, 1175.0177898424654, 1199.770111050373, 1223.5836576163435, 1246.7617650707573, 1269.164868057192, 1291.1103732256133, 1312.501757329134, 1333.8930972858786, 1354.6689879534688, 1375.5026406466707, 1395.8498759409879, 1416.5655014421914]","[4.1874685, 4.1856174, 4.1841211000000005, 4.1829004, 4.1816792000000005, 4.180537200000001, 4.179553, 4.1784897, 4.1777806, 4.1767569, 4.1760483, 4.175221, 4.174512399999999, 4.1738429, 4.1731339, 4.1723857, 4.1719527, 4.171243700000001, 4.1706138, 4.1699839, 4.1696291, 4.1688023, 4.1685658, 4.1677389, 4.1671481, 4.1667547, 4.1663609, 4.1657701000000005, 4.165140200000001, 4.1649036, 4.164312799999999, 4.1641159, 4.163604299999999, 4.1632104, 4.1627378, 4.1624227, 4.1619105, 4.161556200000001, 4.1611233, 4.160886799999999, 4.1604929, 4.1600599, 4.1597447, 4.1593509, 4.1589966, 4.158721, 4.1584849, 4.1580119, 4.1576972, 4.1572638, 4.1571064, 4.1566734, 4.1564369, 4.156043100000001, 4.1557283, 4.1554523, 4.1551375, 4.1548223, 4.1547041, 4.1543498, 4.154152900000001, 4.153759, 4.1536803, 4.1531682, 4.1531291, 4.1526566, 4.1525779, 4.1522627, 4.152144399999999, 4.1519084, 4.151671899999999, 4.151238899999999, 4.1509633, 4.1508055, 4.1508055, 4.1505299, 4.1502151, 4.1499, 4.1497426, 4.1495457, 4.1495457, 4.149151799999999, 4.148994, 4.1489153, 4.1485214, 4.1484036, 4.1480098, 4.1478519, 4.1474586, 4.1473403, 4.147300700000001, 4.1471825, 4.146986, 4.1466708, 4.146513, 4.1464739, 4.1461983, 4.14608, 4.145647, 4.1458044, 4.1453319, 4.1452532, 4.144938, 4.1450953, 4.144780600000001, 4.1447411, 4.1445441, 4.1441898, 4.1442294, 4.1441898, 4.1439142, 4.1438746, 4.1435204, 4.1434021, 4.1431661, 4.1430478, 4.1429296, 4.1427722000000005, 4.1428113]",2099.363387613254
369,0.5,1,25,"[0.0, 29.523041800646865, 59.883573832784805, 87.5187218433764, 114.41904810396892, 140.69870034773072, 167.78948723916238, 196.4355745819642, 229.83858330581563, 270.2033538873343, 318.4506969131344, 367.68756160080113, 414.10062532622214, 456.6790210165469, 495.5352358855629, 532.439904137993, 566.4491833705432, 598.2265474354112, 628.3424503458341, 657.8742876827216, 685.8541052932618, 713.2936943913701, 740.3578432621681, 766.9913727240197, 793.5490881698844, 820.5373844834786, 847.6040147921309, 874.349983304145, 901.6342001700813, 929.0284395367815, 956.424433333825, 984.0983545063162, 1012.0006789364387, 1039.9992206968154, 1067.925160038913, 1095.9810268451824, 1122.489965393499, 1148.852471016371, 1174.4268784545125, 1198.9557999575763, 1222.2729493739603, 1245.8852068633942, 1268.2777422608397, 1290.0241729048698, 1311.647738362908, 1332.796385385273, 1353.6428583441907, 1374.3648334376521, 1395.005923880699, 1413.2151456225583]","[4.1875863, 4.1859326, 4.1841602, 4.1825852, 4.1816401, 4.1805768, 4.1796713, 4.1785684000000005, 4.1776233, 4.1769934, 4.176126999999999, 4.175221, 4.174472799999999, 4.1737642, 4.1730552, 4.1724644, 4.1717558, 4.1713619, 4.1705351, 4.1700230000000005, 4.1695113, 4.1688023, 4.168251000000001, 4.1677389, 4.1673059, 4.1669121, 4.1661243, 4.1658487, 4.165257899999999, 4.1650219, 4.164352399999999, 4.1638799, 4.1636829, 4.1630921, 4.1627378, 4.162344, 4.1617928, 4.161438, 4.1613593, 4.1606112, 4.160256899999999, 4.1598234, 4.1599026, 4.1591935, 4.1589179, 4.1587996, 4.1582484, 4.1582484, 4.1577363, 4.1572638, 4.1571851, 4.156791200000001, 4.1564765, 4.156043100000001, 4.155846100000001, 4.1554918, 4.1552553, 4.1548619, 4.1548223, 4.154428500000001, 4.1541138, 4.1539559, 4.1535621, 4.153247400000001, 4.1530108, 4.1528139, 4.152617, 4.152183999999999, 4.1520262, 4.1517901, 4.151514499999999, 4.151238899999999, 4.151042, 4.150726799999999, 4.1504512, 4.1504116, 4.150096899999999, 4.1499391, 4.1498604, 4.1495061, 4.1492305, 4.1490731, 4.1488762, 4.1486793, 4.1485214, 4.1482458, 4.1480885, 4.1478128, 4.1477342, 4.1473794, 4.1473403, 4.1471038, 4.1468678, 4.1467891, 4.1465526, 4.146355600000001, 4.1461587, 4.1460404, 4.145844, 4.1455679, 4.145450100000001, 4.145450100000001, 4.1452923, 4.144938, 4.1450953, 4.1445050000000005, 4.1443472, 4.1446624, 4.1441898, 4.1440325, 4.1437173, 4.1436777000000005, 4.1434808, 4.1432447, 4.1431661, 4.1429691, 4.1428905, 4.1429296, 4.1426148000000005]",2098.719736362035
370,0.5,1,25,"[0.0, 28.905520959915748, 59.211472348305904, 87.08804977691398, 113.4876151553272, 140.20388801870604, 167.1204260658264, 195.65777648396397, 228.55777098571747, 269.2604267450624, 317.01908660382054, 366.72022589932584, 412.69637184277684, 455.1748482466555, 494.5608393898356, 530.6490249515045, 565.0906367936088, 597.2381972990695, 627.9258031233865, 656.7077985822161, 684.8996707301844, 712.3092538017895, 738.6715673545293, 766.0489920173725, 792.1994878411667, 819.1668269746776, 845.9252573394112, 873.0814446321544, 900.1123047304188, 927.5775854490553, 955.0029340713659, 982.9818820159101, 1010.9690645733244, 1038.5997088784648, 1066.8762421031522, 1094.0153866035976, 1121.2603321738113, 1147.6954945397904, 1172.8818372962985, 1197.5970033427916, 1221.3505397323047, 1244.5360703627252, 1266.9143811432268, 1289.0942522548435, 1310.3896716486224, 1331.5381262121148, 1352.2622306650014, 1372.9090320000325, 1393.6353788173735, 1413.0997462311477]","[4.1875076, 4.1854992, 4.1838455, 4.1825457, 4.1814036, 4.180261600000001, 4.179395700000001, 4.1783323, 4.1775446, 4.1765995, 4.175811799999999, 4.1750636, 4.1742759, 4.173646, 4.1729369, 4.1722283, 4.1716771, 4.1710076, 4.1704955, 4.1697474, 4.1690779, 4.168684, 4.1680932, 4.167502900000001, 4.1670303, 4.1665969, 4.165967, 4.1656518, 4.165061, 4.1647463, 4.1641555, 4.1638403, 4.1633677, 4.1629348, 4.1625013, 4.1621866, 4.1616745, 4.1613593, 4.1608477, 4.1606112, 4.1601386, 4.1598234, 4.1593904, 4.1590362, 4.1587605000000005, 4.1584454, 4.1580515, 4.1578546, 4.1574216, 4.1572638, 4.1568704, 4.1563973, 4.156043100000001, 4.155846100000001, 4.1555705000000005, 4.155216200000001, 4.1548619, 4.1546254000000005, 4.154428500000001, 4.1542315, 4.1541138, 4.1535621, 4.153326, 4.1532865, 4.1528139, 4.152617, 4.1523023, 4.1519084, 4.1518297, 4.1515536, 4.1511602, 4.151042, 4.1509237, 4.1506481, 4.1503725, 4.1502542, 4.1499786, 4.1496634, 4.1495848, 4.1490731, 4.1490335, 4.1487184, 4.148561, 4.1482854, 4.1482067, 4.1479702000000005, 4.1477342, 4.1476946, 4.1474586, 4.1471825, 4.1471038, 4.1469464, 4.1465921, 4.1465526, 4.1461983, 4.1461983, 4.1458831, 4.1455679, 4.1456075, 4.1455288, 4.1452532, 4.1450953, 4.1448593, 4.144702, 4.1445837, 4.1444654000000005, 4.1441898, 4.1441898, 4.1438746, 4.1436777000000005, 4.1434808, 4.1432838, 4.1433234, 4.1430874, 4.1429691, 4.1427722000000005, 4.142535700000001, 4.142457, 4.1423783]",2097.469465911323
